59.1,1.6384e-06,59.1,7.8053e-07,59.1,4.5397e-07,59.1,3.708e-07
59.2,1.7256e-06,59.2,8.0292e-07,59.2,4.6021e-07,59.2,3.7436e-07
59.3,1.8202e-06,59.3,8.2663e-07,59.3,4.6667e-07,59.3,3.7802e-07
59.4,1.9229e-06,59.4,8.5178e-07,59.4,4.7335e-07,59.4,3.8177e-07
59.5,2.0345e-06,59.5,8.7846e-07,59.5,4.8027e-07,59.5,3.8563e-07
59.6,2.1558e-06,59.6,9.0682e-07,59.6,4.8744e-07,59.6,3.896e-07
59.7,2.288e-06,59.7,9.3697e-07,59.7,4.9488e-07,59.7,3.9367e-07
59.8,2.432e-06,59.8,9.6909e-07,59.8,5.0259e-07,59.8,3.9786e-07
59.9,2.5892e-06,59.9,1.0033e-06,59.9,5.106e-07,59.9,4.0217e-07
60,2.7608e-06,60,1.0398e-06,60,5.1893e-07,60,4.066e-07
60.1,2.9484e-06,60.1,1.0789e-06,60.1,5.2757e-07,60.1,4.1116e-07
60.2,Inf,60.2,1.1206e-06,60.2,5.3657e-07,60.2,4.1586e-07
60.3,Inf,60.3,1.1652e-06,60.3,5.4593e-07,60.3,4.2069e-07
60.4,Inf,60.4,1.2131e-06,60.4,5.5568e-07,60.4,4.2568e-07
60.5,Inf,60.5,1.2645e-06,60.5,5.6584e-07,60.5,4.3081e-07
60.6,Inf,60.6,1.3196e-06,60.6,5.7643e-07,60.6,4.3611e-07
60.7,Inf,60.7,1.3789e-06,60.7,5.8749e-07,60.7,4.4158e-07
60.8,Inf,60.8,1.4427e-06,60.8,5.9904e-07,60.8,4.4722e-07
60.9,Inf,60.9,1.5115e-06,60.9,6.1111e-07,60.9,4.5304e-07
61,Inf,61,1.5856e-06,61,6.2373e-07,61,4.5906e-07
61.1,Inf,61.1,1.6657e-06,61.1,6.3695e-07,61.1,4.6528e-07
61.2,Inf,61.2,1.7522e-06,61.2,6.5079e-07,61.2,4.7171e-07
61.3,Inf,61.3,1.8459e-06,61.3,6.653e-07,61.3,4.7837e-07
